SECID,TRADEDATE,OPEN,HIGH,LOW,CLOSE,SETTLEPRICE,VALUE,VOLUME,OPENPOSITION,NUMTRADES,option_type,strike,expiry_date,UNDERLYING_CLOSE,UNDERLYING_OPEN,UNDERLYING_HIGH,UNDERLYING_LOW,UNDERLYING_VOLUME,DTE_DAYS
MM2800BR6,2024-01-16,,,,,54.05,,,,0,P,2800.0,2026-06-18,3179.45,3186.77,3187.14,3162.98,0,884
MM3000BF6,2024-01-16,,,,,1075.55,,,,0,C,3000.0,2026-06-18,3179.45,3186.77,3187.14,3162.98,0,884
MM3100BI6,2024-01-16,,,,,1069.1,,,1042.0,0,C,3100.0,2026-09-17,3179.45,3186.77,3187.14,3162.98,0,975
MM3150BI6,2024-01-16,,,,,1030.5,,,1896.0,0,C,3150.0,2026-09-17,3179.45,3186.77,3187.14,3162.98,0,975
MM3200BI6,2024-01-16,,,,,992.8,,,854.0,0,C,3200.0,2026-09-17,3179.45,3186.77,3187.14,3162.98,0,975
MM3050BL6,2024-01-16,,,,,1218.1,,,1752.0,0,C,3050.0,2026-12-17,3179.45,3186.77,3187.14,3162.98,0,1066
MM3100BL6,2024-01-16,,,,,1178.1,,,570.0,0,C,3100.0,2026-12-17,3179.45,3186.77,3187.14,3162.98,0,1066
MM3200BL6,2024-01-16,,,,,1100.45,,,3160.0,0,C,3200.0,2026-12-17,3179.45,3186.77,3187.14,3162.98,0,1066
MM3250BL6,2024-01-16,,,,,1062.9,,,1738.0,0,C,3250.0,2026-12-17,3179.45,3186.77,3187.14,3162.98,0,1066
MM3150BC7,2024-01-16,,,,,1253.95,,,542.0,0,C,3150.0,2027-03-18,3179.45,3186.77,3187.14,3162.98,0,1157
MM3200BC7,2024-01-16,,,,,1214.85,1344000.0,42.0,106.0,4,C,3200.0,2027-03-18,3179.45,3186.77,3187.14,3162.98,0,1157
MM2500BR6,2024-01-17,,,,,24.65,,,,0,P,2500.0,2026-06-18,3185.23,3174.87,3189.26,3169.99,0,883
MM2550BR6,2024-01-17,,,,,28.1,,,,0,P,2550.0,2026-06-18,3185.23,3174.87,3189.26,3169.99,0,883
MM2600BF6,2024-01-17,,,,,1430.7,,,98.0,0,C,2600.0,2026-06-18,3185.23,3174.87,3189.26,3169.99,0,883
MM2600BR6,2024-01-17,,,,,32.0,,,,0,P,2600.0,2026-06-18,3185.23,3174.87,3189.26,3169.99,0,883
MM2650BF6,2024-01-17,,,,,1385.05,,,1144.0,0,C,2650.0,2026-06-18,3185.23,3174.87,3189.26,3169.99,0,883
MM2700BF6,2024-01-17,,,,,1339.9,,,954.0,0,C,2700.0,2026-06-18,3185.23,3174.87,3189.26,3169.99,0,883
MM2700BR6,2024-01-17,,,,,41.2,,,,0,P,2700.0,2026-06-18,3185.23,3174.87,3189.26,3169.99,0,883
MM2750BF6,2024-01-17,,,,,1295.3,,,144.0,0,C,2750.0,2026-06-18,3185.23,3174.87,3189.26,3169.99,0,883
MM2750BR6,2024-01-17,,,,,46.6,,,,0,P,2750.0,2026-06-18,3185.23,3174.87,3189.26,3169.99,0,883
MM2800BF6,2024-01-17,,,,,1251.35,,,182.0,0,C,2800.0,2026-06-18,3185.23,3174.87,3189.26,3169.99,0,883
MM2800BR6,2024-01-17,,,,,52.65,,,,0,P,2800.0,2026-06-18,3185.23,3174.87,3189.26,3169.99,0,883
MM3000BF6,2024-01-17,,,,,1082.2,,,,0,C,3000.0,2026-06-18,3185.23,3174.87,3189.26,3169.99,0,883
MM3100BI6,2024-01-17,,,,,1098.25,,,1042.0,0,C,3100.0,2026-09-17,3185.23,3174.87,3189.26,3169.99,0,974
MM3150BI6,2024-01-17,,,,,1059.2,,,1896.0,0,C,3150.0,2026-09-17,3185.23,3174.87,3189.26,3169.99,0,974
MM3200BI6,2024-01-17,,,,,1020.95,,,854.0,0,C,3200.0,2026-09-17,3185.23,3174.87,3189.26,3169.99,0,974
MM3050BL6,2024-01-17,,,,,1237.7,,,1752.0,0,C,3050.0,2026-12-17,3185.23,3174.87,3189.26,3169.99,0,1065
MM3100BL6,2024-01-17,,,,,1197.4,,,570.0,0,C,3100.0,2026-12-17,3185.23,3174.87,3189.26,3169.99,0,1065
MM3200BL6,2024-01-17,,,,,1119.1,,,3160.0,0,C,3200.0,2026-12-17,3185.23,3174.87,3189.26,3169.99,0,1065
MM3250BL6,2024-01-17,,,,,1081.2,,,1738.0,0,C,3250.0,2026-12-17,3185.23,3174.87,3189.26,3169.99,0,1065
MM3150BC7,2024-01-17,,,,,1259.95,,,542.0,0,C,3150.0,2027-03-18,3185.23,3174.87,3189.26,3169.99,0,1156
MM3200BC7,2024-01-17,,,,,1220.75,192000.0,6.0,118.0,1,C,3200.0,2027-03-18,3185.23,3174.87,3189.26,3169.99,0,1156
MM2500BR6,2024-01-18,,,,,23.95,,,,0,P,2500.0,2026-06-18,3178.85,3188.71,3193.54,3176.72,0,882
MM2550BR6,2024-01-18,,,,,27.55,,,,0,P,2550.0,2026-06-18,3178.85,3188.71,3193.54,3176.72,0,882
MM2600BF6,2024-01-18,,,,,1406.65,,,98.0,0,C,2600.0,2026-06-18,3178.85,3188.71,3193.54,3176.72,0,882
MM2600BR6,2024-01-18,,,,,31.65,,,,0,P,2600.0,2026-06-18,3178.85,3188.71,3193.54,3176.72,0,882
MM2650BF6,2024-01-18,,,,,1361.25,,,1144.0,0,C,2650.0,2026-06-18,3178.85,3188.71,3193.54,3176.72,0,882
MM2700BF6,2024-01-18,,,,,1316.4,,,954.0,0,C,2700.0,2026-06-18,3178.85,3188.71,3193.54,3176.72,0,882
MM2700BR6,2024-01-18,,,,,41.4,,,,0,P,2700.0,2026-06-18,3178.85,3188.71,3193.54,3176.72,0,882
MM2750BF6,2024-01-18,,,,,1272.2,,,144.0,0,C,2750.0,2026-06-18,3178.85,3188.71,3193.54,3176.72,0,882
MM2750BR6,2024-01-18,,,,,47.2,,,,0,P,2750.0,2026-06-18,3178.85,3188.71,3193.54,3176.72,0,882
MM2800BF6,2024-01-18,,,,,1228.6,,,182.0,0,C,2800.0,2026-06-18,3178.85,3188.71,3193.54,3176.72,0,882
MM2800BR6,2024-01-18,,,,,53.6,,,,0,P,2800.0,2026-06-18,3178.85,3188.71,3193.54,3176.72,0,882
MM3000BF6,2024-01-18,,,,,1061.85,,,,0,C,3000.0,2026-06-18,3178.85,3188.71,3193.54,3176.72,0,882
MM3100BI6,2024-01-18,,,,,1083.5,,,1042.0,0,C,3100.0,2026-09-17,3178.85,3188.71,3193.54,3176.72,0,973
MM3150BI6,2024-01-18,,,,,1045.2,,,1896.0,0,C,3150.0,2026-09-17,3178.85,3188.71,3193.54,3176.72,0,973
MM3200BI6,2024-01-18,,,,,1007.8,,,854.0,0,C,3200.0,2026-09-17,3178.85,3188.71,3193.54,3176.72,0,973
MM3050BL6,2024-01-18,,,,,1228.2,,,1752.0,0,C,3050.0,2026-12-17,3178.85,3188.71,3193.54,3176.72,0,1064
MM3100BL6,2024-01-18,,,,,1188.5,,,570.0,0,C,3100.0,2026-12-17,3178.85,3188.71,3193.54,3176.72,0,1064
MM3200BL6,2024-01-18,,,,,1111.55,,,3160.0,0,C,3200.0,2026-12-17,3178.85,3188.71,3193.54,3176.72,0,1064
MM3250BL6,2024-01-18,,,,,1074.4,,,1738.0,0,C,3250.0,2026-12-17,3178.85,3188.71,3193.54,3176.72,0,1064
MM3150BC7,2024-01-18,,,,,1259.4,,,542.0,0,C,3150.0,2027-03-18,3178.85,3188.71,3193.54,3176.72,0,1155
MM3200BC7,2024-01-18,,,,,1220.7,800000.0,25.0,168.0,7,C,3200.0,2027-03-18,3178.85,3188.71,3193.54,3176.72,0,1155
MM2500BR6,2024-01-19,,,,,25.65,,,,0,P,2500.0,2026-06-18,3166.37,3176.13,3179.21,3154.46,0,881
MM2550BR6,2024-01-19,,,,,29.05,,,,0,P,2550.0,2026-06-18,3166.37,3176.13,3179.21,3154.46,0,881
MM2600BF6,2024-01-19,,,,,1407.9,,,98.0,0,C,2600.0,2026-06-18,3166.37,3176.13,3179.21,3154.46,0,881
MM2600BR6,2024-01-19,,,,,32.9,,,,0,P,2600.0,2026-06-18,3166.37,3176.13,3179.21,3154.46,0,881
MM2650BF6,2024-01-19,,,,,1362.2,,,1144.0,0,C,2650.0,2026-06-18,3166.37,3176.13,3179.21,3154.46,0,881
MM2700BF6,2024-01-19,,,,,1317.0,,,954.0,0,C,2700.0,2026-06-18,3166.37,3176.13,3179.21,3154.46,0,881
MM2700BR6,2024-01-19,,,,,42.0,,,,0,P,2700.0,2026-06-18,3166.37,3176.13,3179.21,3154.46,0,881
MM2750BF6,2024-01-19,,,,,1272.4,,,144.0,0,C,2750.0,2026-06-18,3166.37,3176.13,3179.21,3154.46,0,881
MM2750BR6,2024-01-19,,,,,47.4,,,,0,P,2750.0,2026-06-18,3166.37,3176.13,3179.21,3154.46,0,881
MM2800BF6,2024-01-19,,,,,1228.35,,,182.0,0,C,2800.0,2026-06-18,3166.37,3176.13,3179.21,3154.46,0,881
MM2800BR6,2024-01-19,,,,,53.35,,,,0,P,2800.0,2026-06-18,3166.37,3176.13,3179.21,3154.46,0,881
MM3000BF6,2024-01-19,,,,,1059.35,,,,0,C,3000.0,2026-06-18,3166.37,3176.13,3179.21,3154.46,0,881
MM3100BI6,2024-01-19,,,,,1037.15,,,1042.0,0,C,3100.0,2026-09-17,3166.37,3176.13,3179.21,3154.46,0,972
MM3150BI6,2024-01-19,,,,,998.8,,,1896.0,0,C,3150.0,2026-09-17,3166.37,3176.13,3179.21,3154.46,0,972
MM3200BI6,2024-01-19,,,,,961.45,,,854.0,0,C,3200.0,2026-09-17,3166.37,3176.13,3179.21,3154.46,0,972
MM3050BL6,2024-01-19,,,,,1170.65,,,1752.0,0,C,3050.0,2026-12-17,3166.37,3176.13,3179.21,3154.46,0,1063
MM3100BL6,2024-01-19,,,,,1131.0,,,570.0,0,C,3100.0,2026-12-17,3166.37,3176.13,3179.21,3154.46,0,1063
MM3200BL6,2024-01-19,,,,,1054.2,,,3160.0,0,C,3200.0,2026-12-17,3166.37,3176.13,3179.21,3154.46,0,1063
MM3250BL6,2024-01-19,,,,,1017.1,,,1738.0,0,C,3250.0,2026-12-17,3166.37,3176.13,3179.21,3154.46,0,1063
MM3150BC7,2024-01-19,,,,,1253.7,472500.0,15.0,572.0,4,C,3150.0,2027-03-18,3166.37,3176.13,3179.21,3154.46,0,1154
MM3200BC7,2024-01-19,,,,,1214.25,,,168.0,0,C,3200.0,2027-03-18,3166.37,3176.13,3179.21,3154.46,0,1154
MM2500BR6,2024-01-22,,,,,32.05,,,,0,P,2500.0,2026-06-18,3172.15,3161.44,3179.11,3157.37,0,878
MM2550BR6,2024-01-22,,,,,36.1,,,,0,P,2550.0,2026-06-18,3172.15,3161.44,3179.11,3157.37,0,878
MM2600BF6,2024-01-22,,,,,1418.55,,,98.0,0,C,2600.0,2026-06-18,3172.15,3161.44,3179.11,3157.37,0,878
MM2600BR6,2024-01-22,,,,,40.6,,,,0,P,2600.0,2026-06-18,3172.15,3161.44,3179.11,3157.37,0,878
MM2650BF6,2024-01-22,,,,,1373.6,,,1144.0,0,C,2650.0,2026-06-18,3172.15,3161.44,3179.11,3157.37,0,878
MM2700BF6,2024-01-22,,,,,1329.15,,,954.0,0,C,2700.0,2026-06-18,3172.15,3161.44,3179.11,3157.37,0,878
MM2700BR6,2024-01-22,,,,,51.2,,,,0,P,2700.0,2026-06-18,3172.15,3161.44,3179.11,3157.37,0,878
MM2750BF6,2024-01-22,,,,,1285.35,,,144.0,0,C,2750.0,2026-06-18,3172.15,3161.44,3179.11,3157.37,0,878
MM2750BR6,2024-01-22,,,,,57.4,,,,0,P,2750.0,2026-06-18,3172.15,3161.44,3179.11,3157.37,0,878
MM2800BF6,2024-01-22,,,,,1242.2,,,182.0,0,C,2800.0,2026-06-18,3172.15,3161.44,3179.11,3157.37,0,878
MM2800BR6,2024-01-22,,,,,64.25,,,,0,P,2800.0,2026-06-18,3172.15,3161.44,3179.11,3157.37,0,878
MM3000BF6,2024-01-22,,,,,1076.9,,,,0,C,3000.0,2026-06-18,3172.15,3161.44,3179.11,3157.37,0,878
MM3100BI6,2024-01-22,,,,,1049.25,,,1042.0,0,C,3100.0,2026-09-17,3172.15,3161.44,3179.11,3157.37,0,969
MM3150BI6,2024-01-22,,,,,1012.1,,,1896.0,0,C,3150.0,2026-09-17,3172.15,3161.44,3179.11,3157.37,0,969
MM3200BI6,2024-01-22,,,,,975.85,,,854.0,0,C,3200.0,2026-09-17,3172.15,3161.44,3179.11,3157.37,0,969
MM3050BL6,2024-01-22,,,,,1189.25,,,1752.0,0,C,3050.0,2026-12-17,3172.15,3161.44,3179.11,3157.37,0,1060
MM3100BL6,2024-01-22,,,,,1150.65,,,570.0,0,C,3100.0,2026-12-17,3172.15,3161.44,3179.11,3157.37,0,1060
MM3200BL6,2024-01-22,,,,,1075.95,,,3160.0,0,C,3200.0,2026-12-17,3172.15,3161.44,3179.11,3157.37,0,1060
MM3250BL6,2024-01-22,,,,,1039.95,,,1738.0,0,C,3250.0,2026-12-17,3172.15,3161.44,3179.11,3157.37,0,1060
MM3150BC7,2024-01-22,,,,,1261.35,,,572.0,0,C,3150.0,2027-03-18,3172.15,3161.44,3179.11,3157.37,0,1151
MM3200BC7,2024-01-22,,,,,1223.2,3712000.0,116.0,400.0,8,C,3200.0,2027-03-18,3172.15,3161.44,3179.11,3157.37,0,1151
MM2500BR6,2024-01-23,,,,,31.4,,,,0,P,2500.0,2026-06-18,3175.74,3176.19,3179.75,3166.66,0,877
MM2550BR6,2024-01-23,,,,,35.6,,,,0,P,2550.0,2026-06-18,3175.74,3176.19,3179.75,3166.66,0,877
MM2600BF6,2024-01-23,,,,,1436.9,,,98.0,0,C,2600.0,2026-06-18,3175.74,3176.19,3179.75,3166.66,0,877
MM2600BR6,2024-01-23,,,,,40.3,,,,0,P,2600.0,2026-06-18,3175.74,3176.19,3179.75,3166.66,0,877
MM2650BF6,2024-01-23,,,,,1392.2,,,1144.0,0,C,2650.0,2026-06-18,3175.74,3176.19,3179.75,3166.66,0,877
MM2700BF6,2024-01-23,,,,,1348.05,,,954.0,0,C,2700.0,2026-06-18,3175.74,3176.19,3179.75,3166.66,0,877
MM2700BR6,2024-01-23,,,,,51.45,,,,0,P,2700.0,2026-06-18,3175.74,3176.19,3179.75,3166.66,0,877
MM2750BF6,2024-01-23,,,,,1304.55,,,144.0,0,C,2750.0,2026-06-18,3175.74,3176.19,3179.75,3166.66,0,877
MM2750BR6,2024-01-23,,,,,57.95,,,,0,P,2750.0,2026-06-18,3175.74,3176.19,3179.75,3166.66,0,877
MM2800BF6,2024-01-23,,,,,1261.7,,,182.0,0,C,2800.0,2026-06-18,3175.74,3176.19,3179.75,3166.66,0,877
MM2800BR6,2024-01-23,,,,,65.1,,,,0,P,2800.0,2026-06-18,3175.74,3176.19,3179.75,3166.66,0,877
MM3000BF6,2024-01-23,,,,,1097.85,,,,0,C,3000.0,2026-06-18,3175.74,3176.19,3179.75,3166.66,0,877
MM3100BI6,2024-01-23,,,,,1117.9,,,1042.0,0,C,3100.0,2026-09-17,3175.74,3176.19,3179.75,3166.66,0,968
MM3150BI6,2024-01-23,,,,,1080.4,,,1896.0,0,C,3150.0,2026-09-17,3175.74,3176.19,3179.75,3166.66,0,968
MM3200BI6,2024-01-23,,,,,1043.75,,,854.0,0,C,3200.0,2026-09-17,3175.74,3176.19,3179.75,3166.66,0,968
MM3050BL6,2024-01-23,,,,,1195.15,,,1752.0,0,C,3050.0,2026-12-17,3175.74,3176.19,3179.75,3166.66,0,1059
MM3100BL6,2024-01-23,,,,,1157.2,,,570.0,0,C,3100.0,2026-12-17,3175.74,3176.19,3179.75,3166.66,0,1059
MM3200BL6,2024-01-23,,,,,1083.95,,,3160.0,0,C,3200.0,2026-12-17,3175.74,3176.19,3179.75,3166.66,0,1059
MM3250BL6,2024-01-23,,,,,1048.65,,,1738.0,0,C,3250.0,2026-12-17,3175.74,3176.19,3179.75,3166.66,0,1059
MM3150BC7,2024-01-23,,,,,1273.1,,,572.0,0,C,3150.0,2027-03-18,3175.74,3176.19,3179.75,3166.66,0,1150
MM3200BC7,2024-01-23,,,,,1235.6,512000.0,16.0,432.0,1,C,3200.0,2027-03-18,3175.74,3176.19,3179.75,3166.66,0,1150
MM2500BR6,2024-01-24,,,,,38.6,,,,0,P,2500.0,2026-06-18,3162.41,3176.59,3183.7,3152.96,0,876
MM2550BR6,2024-01-24,,,,,43.65,,,,0,P,2550.0,2026-06-18,3162.41,3176.59,3183.7,3152.96,0,876
MM2600BF6,2024-01-24,,,,,1399.3,,,98.0,0,C,2600.0,2026-06-18,3162.41,3176.59,3183.7,3152.96,0,876
MM2600BR6,2024-01-24,,,,,49.25,,,,0,P,2600.0,2026-06-18,3162.41,3176.59,3183.7,3152.96,0,876
MM2650BF6,2024-01-24,,,,,1355.5,,,1144.0,0,C,2650.0,2026-06-18,3162.41,3176.59,3183.7,3152.96,0,876
MM2700BF6,2024-01-24,,,,,1312.4,,,954.0,0,C,2700.0,2026-06-18,3162.41,3176.59,3183.7,3152.96,0,876
MM2700BR6,2024-01-24,,,,,62.35,,,,0,P,2700.0,2026-06-18,3162.41,3176.59,3183.7,3152.96,0,876
MM2750BF6,2024-01-24,,,,,1269.95,,,144.0,0,C,2750.0,2026-06-18,3162.41,3176.59,3183.7,3152.96,0,876
MM2750BR6,2024-01-24,,,,,69.9,,,,0,P,2750.0,2026-06-18,3162.41,3176.59,3183.7,3152.96,0,876
MM2800BF6,2024-01-24,,,,,1228.2,,,182.0,0,C,2800.0,2026-06-18,3162.41,3176.59,3183.7,3152.96,0,876
MM2800BR6,2024-01-24,,,,,78.15,,,,0,P,2800.0,2026-06-18,3162.41,3176.59,3183.7,3152.96,0,876
MM3000BF6,2024-01-24,,,,,1069.4,,,,0,C,3000.0,2026-06-18,3162.41,3176.59,3183.7,3152.96,0,876
MM3100BI6,2024-01-24,,,,,1051.15,,,1042.0,0,C,3100.0,2026-09-17,3162.41,3176.59,3183.7,3152.96,0,967
MM3150BI6,2024-01-24,,,,,1015.7,,,1896.0,0,C,3150.0,2026-09-17,3162.41,3176.59,3183.7,3152.96,0,967
MM3200BI6,2024-01-24,,,,,981.2,,,854.0,0,C,3200.0,2026-09-17,3162.41,3176.59,3183.7,3152.96,0,967
MM3050BL6,2024-01-24,,,,,1225.75,,,1752.0,0,C,3050.0,2026-12-17,3162.41,3176.59,3183.7,3152.96,0,1058
MM3100BL6,2024-01-24,,,,,1188.3,,,570.0,0,C,3100.0,2026-12-17,3162.41,3176.59,3183.7,3152.96,0,1058
MM3200BL6,2024-01-24,,,,,1115.95,,,3160.0,0,C,3200.0,2026-12-17,3162.41,3176.59,3183.7,3152.96,0,1058
MM3250BL6,2024-01-24,,,,,1081.05,,,1738.0,0,C,3250.0,2026-12-17,3162.41,3176.59,3183.7,3152.96,0,1058
MM3150BC7,2024-01-24,,,,,1276.45,1197000.0,38.0,648.0,2,C,3150.0,2027-03-18,3162.41,3176.59,3183.7,3152.96,0,1149
MM3200BC7,2024-01-24,,,,,1239.85,,,432.0,0,C,3200.0,2027-03-18,3162.41,3176.59,3183.7,3152.96,0,1149
MM2500BR6,2024-01-25,,,,,13.9,,,,0,P,2500.0,2026-06-18,3157.74,3163.36,3166.95,3143.89,0,875
MM2550BR6,2024-01-25,,,,,16.75,,,,0,P,2550.0,2026-06-18,3157.74,3163.36,3166.95,3143.89,0,875
MM2600BF6,2024-01-25,,,,,1416.95,,,98.0,0,C,2600.0,2026-06-18,3157.74,3163.36,3166.95,3143.89,0,875
MM2600BR6,2024-01-25,,,,,20.15,,,,0,P,2600.0,2026-06-18,3157.74,3163.36,3166.95,3143.89,0,875
MM2650BF6,2024-01-25,,,,,1370.9,,,1144.0,0,C,2650.0,2026-06-18,3157.74,3163.36,3166.95,3143.89,0,875
MM2700BF6,2024-01-25,,,,,1325.4,,,954.0,0,C,2700.0,2026-06-18,3157.74,3163.36,3166.95,3143.89,0,875
MM2700BR6,2024-01-25,,,,,28.6,,,,0,P,2700.0,2026-06-18,3157.74,3163.36,3166.95,3143.89,0,875
MM2750BF6,2024-01-25,,,,,1280.65,,,144.0,0,C,2750.0,2026-06-18,3157.74,3163.36,3166.95,3143.89,0,875
MM2750BR6,2024-01-25,,,,,33.85,,,,0,P,2750.0,2026-06-18,3157.74,3163.36,3166.95,3143.89,0,875
MM2800BF6,2024-01-25,,,,,1236.6,,,182.0,0,C,2800.0,2026-06-18,3157.74,3163.36,3166.95,3143.89,0,875
MM2800BR6,2024-01-25,,,,,39.8,,,,0,P,2800.0,2026-06-18,3157.74,3163.36,3166.95,3143.89,0,875
MM3000BF6,2024-01-25,,,,,1068.9,,,,0,C,3000.0,2026-06-18,3157.74,3163.36,3166.95,3143.89,0,875
MM3100BI6,2024-01-25,,,,,1087.1,,,1042.0,0,C,3100.0,2026-09-17,3157.74,3163.36,3166.95,3143.89,0,966
MM3150BI6,2024-01-25,,,,,1049.0,,,1896.0,0,C,3150.0,2026-09-17,3157.74,3163.36,3166.95,3143.89,0,966
MM3200BI6,2024-01-25,,,,,1011.95,,,854.0,0,C,3200.0,2026-09-17,3157.74,3163.36,3166.95,3143.89,0,966
MM3050BL6,2024-01-25,,,,,1187.4,,,1752.0,0,C,3050.0,2026-12-17,3157.74,3163.36,3166.95,3143.89,0,1057
MM3100BL6,2024-01-25,,,,,1148.35,,,570.0,0,C,3100.0,2026-12-17,3157.74,3163.36,3166.95,3143.89,0,1057
MM3200BL6,2024-01-25,,,,,1073.1,,,3160.0,0,C,3200.0,2026-12-17,3157.74,3163.36,3166.95,3143.89,0,1057
MM3250BL6,2024-01-25,,,,,1037.0,,,1738.0,0,C,3250.0,2026-12-17,3157.74,3163.36,3166.95,3143.89,0,1057
MM3150BC7,2024-01-25,,,,,1225.2,2079000.0,66.0,780.0,7,C,3150.0,2027-03-18,3157.74,3163.36,3166.95,3143.89,0,1148
MM3200BC7,2024-01-25,,,,,1187.1,,,432.0,0,C,3200.0,2027-03-18,3157.74,3163.36,3166.95,3143.89,0,1148
MM2500BR6,2024-01-26,,,,,70.05,,,,0,P,2500.0,2026-06-18,3163.21,3164.55,3171.95,3157.76,0,874
MM2550BR6,2024-01-26,,,,,77.65,,,,0,P,2550.0,2026-06-18,3163.21,3164.55,3171.95,3157.76,0,874
MM2600BF6,2024-01-26,,,,,1397.55,,,98.0,0,C,2600.0,2026-06-18,3163.21,3164.55,3171.95,3157.76,0,874
MM2600BR6,2024-01-26,,,,,85.9,,,,0,P,2600.0,2026-06-18,3163.21,3164.55,3171.95,3157.76,0,874
MM2650BF6,2024-01-26,,,,,1356.4,,,1144.0,0,C,2650.0,2026-06-18,3163.21,3164.55,3171.95,3157.76,0,874
MM2700BF6,2024-01-26,,,,,1315.9,,,954.0,0,C,2700.0,2026-06-18,3163.21,3164.55,3171.95,3157.76,0,874
MM2700BR6,2024-01-26,,,,,104.25,,,,0,P,2700.0,2026-06-18,3163.21,3164.55,3171.95,3157.76,0,874
MM2750BF6,2024-01-26,,,,,1276.1,,,144.0,0,C,2750.0,2026-06-18,3163.21,3164.55,3171.95,3157.76,0,874
MM2750BR6,2024-01-26,,,,,114.45,,,,0,P,2750.0,2026-06-18,3163.21,3164.55,3171.95,3157.76,0,874
MM2800BF6,2024-01-26,,,,,1237.0,,,182.0,0,C,2800.0,2026-06-18,3163.21,3164.55,3171.95,3157.76,0,874
MM2800BR6,2024-01-26,,,,,125.35,,,,0,P,2800.0,2026-06-18,3163.21,3164.55,3171.95,3157.76,0,874
MM3000BF6,2024-01-26,,,,,1087.9,,,,0,C,3000.0,2026-06-18,3163.21,3164.55,3171.95,3157.76,0,874
MM3100BI6,2024-01-26,,,,,1059.3,,,1042.0,0,C,3100.0,2026-09-17,3163.21,3164.55,3171.95,3157.76,0,965
MM3150BI6,2024-01-26,,,,,1025.95,,,1896.0,0,C,3150.0,2026-09-17,3163.21,3164.55,3171.95,3157.76,0,965
MM3200BI6,2024-01-26,,,,,993.35,,,854.0,0,C,3200.0,2026-09-17,3163.21,3164.55,3171.95,3157.76,0,965
MM3050BL6,2024-01-26,,,,,1161.6,,,1752.0,0,C,3050.0,2026-12-17,3163.21,3164.55,3171.95,3157.76,0,1056
MM3100BL6,2024-01-26,,,,,1127.45,,,570.0,0,C,3100.0,2026-12-17,3163.21,3164.55,3171.95,3157.76,0,1056
MM3200BL6,2024-01-26,,,,,1061.35,,,3160.0,0,C,3200.0,2026-12-17,3163.21,3164.55,3171.95,3157.76,0,1056
MM3250BL6,2024-01-26,,,,,1029.45,,,1738.0,0,C,3250.0,2026-12-17,3163.21,3164.55,3171.95,3157.76,0,1056
MM3150BC7,2024-01-26,,,,,1159.85,1701000.0,54.0,888.0,4,C,3150.0,2027-03-18,3163.21,3164.55,3171.95,3157.76,0,1147
MM3200BC7,2024-01-26,,,,,1127.15,,,432.0,0,C,3200.0,2027-03-18,3163.21,3164.55,3171.95,3157.76,0,1147
MM2500BR6,2024-01-29,,,,,5.55,,,,0,P,2500.0,2026-06-18,3176.61,3169.57,3184.15,3169.57,0,871
MM2550BR6,2024-01-29,,,,,7.2,,,,0,P,2550.0,2026-06-18,3176.61,3169.57,3184.15,3169.57,0,871
MM2600BF6,2024-01-29,,,,,1329.6,,,98.0,0,C,2600.0,2026-06-18,3176.61,3169.57,3184.15,3169.57,0,871
MM2600BR6,2024-01-29,,,,,9.25,,,,0,P,2600.0,2026-06-18,3176.61,3169.57,3184.15,3169.57,0,871
MM2650BF6,2024-01-29,,,,,1282.15,,,1144.0,0,C,2650.0,2026-06-18,3176.61,3169.57,3184.15,3169.57,0,871
MM2700BF6,2024-01-29,,,,,1235.25,,,954.0,0,C,2700.0,2026-06-18,3176.61,3169.57,3184.15,3169.57,0,871
MM2700BR6,2024-01-29,,,,,14.9,,,,0,P,2700.0,2026-06-18,3176.61,3169.57,3184.15,3169.57,0,871
MM2750BF6,2024-01-29,,,,,1189.0,,,144.0,0,C,2750.0,2026-06-18,3176.61,3169.57,3184.15,3169.57,0,871
MM2750BR6,2024-01-29,,,,,18.65,,,,0,P,2750.0,2026-06-18,3176.61,3169.57,3184.15,3169.57,0,871
MM2800BF6,2024-01-29,,,,,1143.55,,,182.0,0,C,2800.0,2026-06-18,3176.61,3169.57,3184.15,3169.57,0,871
MM2800BR6,2024-01-29,,,,,23.2,,,,0,P,2800.0,2026-06-18,3176.61,3169.57,3184.15,3169.57,0,871
MM2900BF6,2024-01-29,,,,,1055.25,,,,0,C,2900.0,2026-06-18,3176.61,3169.57,3184.15,3169.57,0,871
MM3000BF6,2024-01-29,,,,,971.05,,,,0,C,3000.0,2026-06-18,3176.61,3169.57,3184.15,3169.57,0,871
MM3100BI6,2024-01-29,,,,,950.2,,,1042.0,0,C,3100.0,2026-09-17,3176.61,3169.57,3184.15,3169.57,0,962
MM3150BI6,2024-01-29,,,,,912.1,,,1896.0,0,C,3150.0,2026-09-17,3176.61,3169.57,3184.15,3169.57,0,962
MM3200BI6,2024-01-29,,,,,875.2,,,854.0,0,C,3200.0,2026-09-17,3176.61,3169.57,3184.15,3169.57,0,962
MM3050BL6,2024-01-29,,,,,1048.9,,,1752.0,0,C,3050.0,2026-12-17,3176.61,3169.57,3184.15,3169.57,0,1053
MM3100BL6,2024-01-29,,,,,1009.35,,,570.0,0,C,3100.0,2026-12-17,3176.61,3169.57,3184.15,3169.57,0,1053
MM3200BL6,2024-01-29,,,,,933.7,,,3160.0,0,C,3200.0,2026-12-17,3176.61,3169.57,3184.15,3169.57,0,1053
