SECID,TRADEDATE,OPEN,HIGH,LOW,CLOSE,SETTLEPRICE,VALUE,VOLUME,OPENPOSITION,NUMTRADES,option_type,strike,expiry_date,UNDERLYING_CLOSE,UNDERLYING_OPEN,UNDERLYING_HIGH,UNDERLYING_LOW,UNDERLYING_VOLUME,DTE_DAYS
MM3450BF7,2024-04-10,,,,,1268.3,2311500.0,67.0,134.0,8,C,3450.0,2027-06-17,3439.11,3424.75,3440.03,3405.46,0,1163
MM2500BR6,2024-04-11,,,,,36.65,,,,0,P,2500.0,2026-06-18,3439.53,3442.84,3455.61,3431.18,0,798
MM2550BR6,2024-04-11,,,,,40.55,,,,0,P,2550.0,2026-06-18,3439.53,3442.84,3455.61,3431.18,0,798
MM2600BF6,2024-04-11,,,,,1397.4,,,98.0,0,C,2600.0,2026-06-18,3439.53,3442.84,3455.61,3431.18,0,798
MM2600BR6,2024-04-11,,,,,44.9,,,,0,P,2600.0,2026-06-18,3439.53,3442.84,3455.61,3431.18,0,798
MM2650BF6,2024-04-11,,,,,1352.25,,,1144.0,0,C,2650.0,2026-06-18,3439.53,3442.84,3455.61,3431.18,0,798
MM2700BF6,2024-04-11,,,,,1307.55,,,954.0,0,C,2700.0,2026-06-18,3439.53,3442.84,3455.61,3431.18,0,798
MM2700BR6,2024-04-11,,,,,55.05,,,,0,P,2700.0,2026-06-18,3439.53,3442.84,3455.61,3431.18,0,798
MM2750BF6,2024-04-11,,,,,1263.4,,,144.0,0,C,2750.0,2026-06-18,3439.53,3442.84,3455.61,3431.18,0,798
MM2750BR6,2024-04-11,,,,,60.9,,,,0,P,2750.0,2026-06-18,3439.53,3442.84,3455.61,3431.18,0,798
MM2800BF6,2024-04-11,,,,,1219.8,,,182.0,0,C,2800.0,2026-06-18,3439.53,3442.84,3455.61,3431.18,0,798
MM2800BR6,2024-04-11,,,,,67.3,,,,0,P,2800.0,2026-06-18,3439.53,3442.84,3455.61,3431.18,0,798
MM3000BF6,2024-04-11,,,,,1051.05,,,,0,C,3000.0,2026-06-18,3439.53,3442.84,3455.61,3431.18,0,798
MM3100BI6,2024-04-11,,,,,1041.6,,,1042.0,0,C,3100.0,2026-09-17,3439.53,3442.84,3455.61,3431.18,0,889
MM3150BI6,2024-04-11,,,,,1002.1,,,1872.0,0,C,3150.0,2026-09-17,3439.53,3442.84,3455.61,3431.18,0,889
MM3200BI6,2024-04-11,,,,,963.25,,,854.0,0,C,3200.0,2026-09-17,3439.53,3442.84,3455.61,3431.18,0,889
MM3050BL6,2024-04-11,,,,,1175.6,,,1752.0,0,C,3050.0,2026-12-17,3439.53,3442.84,3455.61,3431.18,0,980
MM3100BL6,2024-04-11,,,,,1135.45,,,570.0,0,C,3100.0,2026-12-17,3439.53,3442.84,3455.61,3431.18,0,980
MM3200BL6,2024-04-11,,,,,1056.85,,,3160.0,0,C,3200.0,2026-12-17,3439.53,3442.84,3455.61,3431.18,0,980
MM3250BL6,2024-04-11,,,,,1018.35,,,1738.0,0,C,3250.0,2026-12-17,3439.53,3442.84,3455.61,3431.18,0,980
MM3150BC7,2024-04-11,,,,,1202.35,,,1266.0,0,C,3150.0,2027-03-18,3439.53,3442.84,3455.61,3431.18,0,1071
MM3200BC7,2024-04-11,,,,,1163.1,,,1186.0,0,C,3200.0,2027-03-18,3439.53,3442.84,3455.61,3431.18,0,1071
MM3300BF7,2024-04-11,,,,,1199.65,,,1170.0,0,C,3300.0,2027-06-17,3439.53,3442.84,3455.61,3431.18,0,1162
MM3450BF7,2024-04-11,,,,,1087.0,4278000.0,124.0,382.0,11,C,3450.0,2027-06-17,3439.53,3442.84,3455.61,3431.18,0,1162
MM2500BR6,2024-04-12,,,,,37.7,,,,0,P,2500.0,2026-06-18,3456.24,3448.6,3464.0,3446.79,0,797
MM2550BR6,2024-04-12,,,,,41.8,,,,0,P,2550.0,2026-06-18,3456.24,3448.6,3464.0,3446.79,0,797
MM2600BF6,2024-04-12,,,,,1411.9,,,98.0,0,C,2600.0,2026-06-18,3456.24,3448.6,3464.0,3446.79,0,797
MM2600BR6,2024-04-12,,,,,46.4,,,,0,P,2600.0,2026-06-18,3456.24,3448.6,3464.0,3446.79,0,797
MM2650BF6,2024-04-12,,,,,1366.9,,,1144.0,0,C,2650.0,2026-06-18,3456.24,3448.6,3464.0,3446.79,0,797
MM2700BF6,2024-04-12,,,,,1322.45,,,954.0,0,C,2700.0,2026-06-18,3456.24,3448.6,3464.0,3446.79,0,797
MM2700BR6,2024-04-12,,,,,56.95,,,,0,P,2700.0,2026-06-18,3456.24,3448.6,3464.0,3446.79,0,797
MM2750BF6,2024-04-12,,,,,1278.5,,,144.0,0,C,2750.0,2026-06-18,3456.24,3448.6,3464.0,3446.79,0,797
MM2750BR6,2024-04-12,,,,,63.0,,,,0,P,2750.0,2026-06-18,3456.24,3448.6,3464.0,3446.79,0,797
MM2800BF6,2024-04-12,,,,,1235.1,,,182.0,0,C,2800.0,2026-06-18,3456.24,3448.6,3464.0,3446.79,0,797
MM2800BR6,2024-04-12,,,,,69.6,,,,0,P,2800.0,2026-06-18,3456.24,3448.6,3464.0,3446.79,0,797
MM3000BF6,2024-04-12,,,,,1067.15,,,,0,C,3000.0,2026-06-18,3456.24,3448.6,3464.0,3446.79,0,797
MM3100BI6,2024-04-12,,,,,1051.8,,,1042.0,0,C,3100.0,2026-09-17,3456.24,3448.6,3464.0,3446.79,0,888
MM3150BI6,2024-04-12,,,,,1012.55,,,1872.0,0,C,3150.0,2026-09-17,3456.24,3448.6,3464.0,3446.79,0,888
MM3200BI6,2024-04-12,,,,,973.9,,,854.0,0,C,3200.0,2026-09-17,3456.24,3448.6,3464.0,3446.79,0,888
MM3050BL6,2024-04-12,,,,,1187.5,,,1752.0,0,C,3050.0,2026-12-17,3456.24,3448.6,3464.0,3446.79,0,979
MM3100BL6,2024-04-12,,,,,1147.65,,,570.0,0,C,3100.0,2026-12-17,3456.24,3448.6,3464.0,3446.79,0,979
MM3200BL6,2024-04-12,,,,,1069.5,,,3160.0,0,C,3200.0,2026-12-17,3456.24,3448.6,3464.0,3446.79,0,979
MM3250BL6,2024-04-12,,,,,1031.2,,,1738.0,0,C,3250.0,2026-12-17,3456.24,3448.6,3464.0,3446.79,0,979
MM3150BC7,2024-04-12,,,,,1210.4,,,1266.0,0,C,3150.0,2027-03-18,3456.24,3448.6,3464.0,3446.79,0,1070
MM3200BC7,2024-04-12,,,,,1171.45,,,1186.0,0,C,3200.0,2027-03-18,3456.24,3448.6,3464.0,3446.79,0,1070
MM3300BF7,2024-04-12,,,,,1203.35,,,1170.0,0,C,3300.0,2027-06-17,3456.24,3448.6,3464.0,3446.79,0,1161
MM3450BF7,2024-04-12,,,,,1091.6,5244000.0,152.0,686.0,8,C,3450.0,2027-06-17,3456.24,3448.6,3464.0,3446.79,0,1161
MM2500BR6,2024-04-15,,,,,132.3,,,,0,P,2500.0,2026-06-18,3472.19,3456.38,3476.98,3454.06,0,794
MM2550BR6,2024-04-15,,,,,139.45,,,,0,P,2550.0,2026-06-18,3472.19,3456.38,3476.98,3454.06,0,794
MM2600BF6,2024-04-15,,,,,1519.1,,,98.0,0,C,2600.0,2026-06-18,3472.19,3456.38,3476.98,3454.06,0,794
MM2600BR6,2024-04-15,,,,,147.05,,,,0,P,2600.0,2026-06-18,3472.19,3456.38,3476.98,3454.06,0,794
MM2650BF6,2024-04-15,,,,,1477.2,,,1144.0,0,C,2650.0,2026-06-18,3472.19,3456.38,3476.98,3454.06,0,794
MM2700BF6,2024-04-15,,,,,1435.75,,,954.0,0,C,2700.0,2026-06-18,3472.19,3456.38,3476.98,3454.06,0,794
MM2700BR6,2024-04-15,,,,,163.7,,,,0,P,2700.0,2026-06-18,3472.19,3456.38,3476.98,3454.06,0,794
MM2750BF6,2024-04-15,,,,,1394.8,,,144.0,0,C,2750.0,2026-06-18,3472.19,3456.38,3476.98,3454.06,0,794
MM2750BR6,2024-04-15,,,,,172.75,,,,0,P,2750.0,2026-06-18,3472.19,3456.38,3476.98,3454.06,0,794
MM2800BF6,2024-04-15,,,,,1354.45,,,182.0,0,C,2800.0,2026-06-18,3472.19,3456.38,3476.98,3454.06,0,794
MM2800BR6,2024-04-15,,,,,182.4,,,,0,P,2800.0,2026-06-18,3472.19,3456.38,3476.98,3454.06,0,794
MM3000BF6,2024-04-15,,,,,1198.75,,,,0,C,3000.0,2026-06-18,3472.19,3456.38,3476.98,3454.06,0,794
MM3100BI6,2024-04-15,,,,,1216.8,,,1042.0,0,C,3100.0,2026-09-17,3472.19,3456.38,3476.98,3454.06,0,885
MM3150BI6,2024-04-15,,,,,1180.75,,,1872.0,0,C,3150.0,2026-09-17,3472.19,3456.38,3476.98,3454.06,0,885
MM3200BI6,2024-04-15,,,,,1145.4,,,854.0,0,C,3200.0,2026-09-17,3472.19,3456.38,3476.98,3454.06,0,885
MM3050BL6,2024-04-15,,,,,1262.1,,,1752.0,0,C,3050.0,2026-12-17,3472.19,3456.38,3476.98,3454.06,0,976
MM3100BL6,2024-04-15,,,,,1226.3,,,570.0,0,C,3100.0,2026-12-17,3472.19,3456.38,3476.98,3454.06,0,976
MM3200BL6,2024-04-15,,,,,1156.65,,,3160.0,0,C,3200.0,2026-12-17,3472.19,3456.38,3476.98,3454.06,0,976
MM3250BL6,2024-04-15,,,,,1122.85,,,1738.0,0,C,3250.0,2026-12-17,3472.19,3456.38,3476.98,3454.06,0,976
MM3150BC7,2024-04-15,,,,,1275.65,,,1266.0,0,C,3150.0,2027-03-18,3472.19,3456.38,3476.98,3454.06,0,1067
MM3200BC7,2024-04-15,,,,,1241.05,,,1186.0,0,C,3200.0,2027-03-18,3472.19,3456.38,3476.98,3454.06,0,1067
MM3300BF7,2024-04-15,,,,,1260.55,,,1170.0,0,C,3300.0,2027-06-17,3472.19,3456.38,3476.98,3454.06,0,1158
MM3450BF7,2024-04-15,,,,,1163.8,5106000.0,148.0,982.0,14,C,3450.0,2027-06-17,3472.19,3456.38,3476.98,3454.06,0,1158
MM2500BR6,2024-04-16,,,,,31.0,,,,0,P,2500.0,2026-06-18,3462.94,3478.02,3479.04,3459.45,0,793
MM2550BR6,2024-04-16,,,,,34.0,,,,0,P,2550.0,2026-06-18,3462.94,3478.02,3479.04,3459.45,0,793
MM2600BF6,2024-04-16,,,,,1360.6,,,98.0,0,C,2600.0,2026-06-18,3462.94,3478.02,3479.04,3459.45,0,793
MM2600BR6,2024-04-16,,,,,37.35,,,,0,P,2600.0,2026-06-18,3462.94,3478.02,3479.04,3459.45,0,793
MM2650BF6,2024-04-16,,,,,1314.35,,,1144.0,0,C,2650.0,2026-06-18,3462.94,3478.02,3479.04,3459.45,0,793
MM2700BF6,2024-04-16,,,,,1268.45,,,954.0,0,C,2700.0,2026-06-18,3462.94,3478.02,3479.04,3459.45,0,793
MM2700BR6,2024-04-16,,,,,45.2,,,,0,P,2700.0,2026-06-18,3462.94,3478.02,3479.04,3459.45,0,793
MM2750BF6,2024-04-16,,,,,1223.0,,,144.0,0,C,2750.0,2026-06-18,3462.94,3478.02,3479.04,3459.45,0,793
MM2750BR6,2024-04-16,,,,,49.75,,,,0,P,2750.0,2026-06-18,3462.94,3478.02,3479.04,3459.45,0,793
MM2800BF6,2024-04-16,,,,,1178.05,,,182.0,0,C,2800.0,2026-06-18,3462.94,3478.02,3479.04,3459.45,0,793
MM2800BR6,2024-04-16,,,,,54.8,,,,0,P,2800.0,2026-06-18,3462.94,3478.02,3479.04,3459.45,0,793
MM3000BF6,2024-04-16,,,,,1003.25,,,,0,C,3000.0,2026-06-18,3462.94,3478.02,3479.04,3459.45,0,793
MM3100BI6,2024-04-16,,,,,1023.5,,,1042.0,0,C,3100.0,2026-09-17,3462.94,3478.02,3479.04,3459.45,0,884
MM3150BI6,2024-04-16,,,,,982.25,,,1872.0,0,C,3150.0,2026-09-17,3462.94,3478.02,3479.04,3459.45,0,884
MM3200BI6,2024-04-16,,,,,941.7,,,854.0,0,C,3200.0,2026-09-17,3462.94,3478.02,3479.04,3459.45,0,884
MM3050BL6,2024-04-16,,,,,1040.35,,,1752.0,0,C,3050.0,2026-12-17,3462.94,3478.02,3479.04,3459.45,0,975
MM3100BL6,2024-04-16,,,,,999.5,,,570.0,0,C,3100.0,2026-12-17,3462.94,3478.02,3479.04,3459.45,0,975
MM3200BL6,2024-04-16,,,,,919.95,,,3160.0,0,C,3200.0,2026-12-17,3462.94,3478.02,3479.04,3459.45,0,975
MM3250BL6,2024-04-16,,,,,881.4,,,1738.0,0,C,3250.0,2026-12-17,3462.94,3478.02,3479.04,3459.45,0,975
MM3150BC7,2024-04-16,,,,,1037.8,,,1266.0,0,C,3150.0,2027-03-18,3462.94,3478.02,3479.04,3459.45,0,1066
MM3200BC7,2024-04-16,,,,,998.1,,,1186.0,0,C,3200.0,2027-03-18,3462.94,3478.02,3479.04,3459.45,0,1066
MM3300BF7,2024-04-16,,,,,1002.9,,,1170.0,0,C,3300.0,2027-06-17,3462.94,3478.02,3479.04,3459.45,0,1157
MM3450BF7,2024-04-16,,,,,891.9,897000.0,26.0,1034.0,2,C,3450.0,2027-06-17,3462.94,3478.02,3479.04,3459.45,0,1157
MM2500BR6,2024-04-17,,,,,265.75,,,,0,P,2500.0,2026-06-18,3454.07,3469.57,3476.72,3443.07,0,792
MM2550BR6,2024-04-17,,,,,279.85,,,,0,P,2550.0,2026-06-18,3454.07,3469.57,3476.72,3443.07,0,792
MM2600BF6,2024-04-17,,,,,1633.2,,,98.0,0,C,2600.0,2026-06-18,3454.07,3469.57,3476.72,3443.07,0,792
MM2600BR6,2024-04-17,,,,,294.45,,,,0,P,2600.0,2026-06-18,3454.07,3469.57,3476.72,3443.07,0,792
MM2650BF6,2024-04-17,,,,,1598.35,,,1144.0,0,C,2650.0,2026-06-18,3454.07,3469.57,3476.72,3443.07,0,792
MM2700BF6,2024-04-17,,,,,1563.95,,,954.0,0,C,2700.0,2026-06-18,3454.07,3469.57,3476.72,3443.07,0,792
MM2700BR6,2024-04-17,,,,,325.2,,,,0,P,2700.0,2026-06-18,3454.07,3469.57,3476.72,3443.07,0,792
MM2750BF6,2024-04-17,,,,,1530.15,,,144.0,0,C,2750.0,2026-06-18,3454.07,3469.57,3476.72,3443.07,0,792
MM2750BR6,2024-04-17,,,,,341.4,,,,0,P,2750.0,2026-06-18,3454.07,3469.57,3476.72,3443.07,0,792
MM2800BF6,2024-04-17,,,,,1496.8,,,182.0,0,C,2800.0,2026-06-18,3454.07,3469.57,3476.72,3443.07,0,792
MM2800BR6,2024-04-17,,,,,358.05,,,,0,P,2800.0,2026-06-18,3454.07,3469.57,3476.72,3443.07,0,792
MM2900BF6,2024-04-17,,,,,1431.75,,,,0,C,2900.0,2026-06-18,3454.07,3469.57,3476.72,3443.07,0,792
MM3000BF6,2024-04-17,,,,,1368.75,,,,0,C,3000.0,2026-06-18,3454.07,3469.57,3476.72,3443.07,0,792
MM3100BI6,2024-04-17,,,,,1384.25,,,1042.0,0,C,3100.0,2026-09-17,3454.07,3469.57,3476.72,3443.07,0,883
MM3150BI6,2024-04-17,,,,,1354.9,,,1872.0,0,C,3150.0,2026-09-17,3454.07,3469.57,3476.72,3443.07,0,883
MM3200BI6,2024-04-17,,,,,1326.0,,,854.0,0,C,3200.0,2026-09-17,3454.07,3469.57,3476.72,3443.07,0,883
MM3050BL6,2024-04-17,,,,,1437.2,,,1752.0,0,C,3050.0,2026-12-17,3454.07,3469.57,3476.72,3443.07,0,974
MM3100BL6,2024-04-17,,,,,1408.15,,,570.0,0,C,3100.0,2026-12-17,3454.07,3469.57,3476.72,3443.07,0,974
MM3200BL6,2024-04-17,,,,,1351.45,,,3160.0,0,C,3200.0,2026-12-17,3454.07,3469.57,3476.72,3443.07,0,974
MM3250BL6,2024-04-17,,,,,1323.75,,,1738.0,0,C,3250.0,2026-12-17,3454.07,3469.57,3476.72,3443.07,0,974
MM3150BC7,2024-04-17,,,,,1472.25,,,1266.0,0,C,3150.0,2027-03-18,3454.07,3469.57,3476.72,3443.07,0,1065
MM3200BC7,2024-04-17,,,,,1444.2,,,1186.0,0,C,3200.0,2027-03-18,3454.07,3469.57,3476.72,3443.07,0,1065
MM3300BF7,2024-04-17,,,,,1485.15,,,1170.0,0,C,3300.0,2027-06-17,3454.07,3469.57,3476.72,3443.07,0,1156
MM3450BF7,2024-04-17,,,,,1406.0,966000.0,28.0,1090.0,3,C,3450.0,2027-06-17,3454.07,3469.57,3476.72,3443.07,0,1156
MM2500BR6,2024-04-18,,,,,250.1,,,,0,P,2500.0,2026-06-18,3455.82,3451.37,3457.46,3436.95,0,791
MM2550BR6,2024-04-18,,,,,262.35,,,,0,P,2550.0,2026-06-18,3455.82,3451.37,3457.46,3436.95,0,791
MM2600BF6,2024-04-18,,,,,1587.1,,,98.0,0,C,2600.0,2026-06-18,3455.82,3451.37,3457.46,3436.95,0,791
MM2600BR6,2024-04-18,,,,,275.1,,,,0,P,2600.0,2026-06-18,3455.82,3451.37,3457.46,3436.95,0,791
MM2650BF6,2024-04-18,,,,,1550.3,,,1144.0,0,C,2650.0,2026-06-18,3455.82,3451.37,3457.46,3436.95,0,791
MM2700BF6,2024-04-18,,,,,1514.05,,,954.0,0,C,2700.0,2026-06-18,3455.82,3451.37,3457.46,3436.95,0,791
MM2700BR6,2024-04-18,,,,,302.05,,,,0,P,2700.0,2026-06-18,3455.82,3451.37,3457.46,3436.95,0,791
MM2750BF6,2024-04-18,,,,,1478.25,,,144.0,0,C,2750.0,2026-06-18,3455.82,3451.37,3457.46,3436.95,0,791
MM2750BR6,2024-04-18,,,,,316.25,,,,0,P,2750.0,2026-06-18,3455.82,3451.37,3457.46,3436.95,0,791
MM2800BF6,2024-04-18,,,,,1443.0,,,182.0,0,C,2800.0,2026-06-18,3455.82,3451.37,3457.46,3436.95,0,791
MM2800BR6,2024-04-18,,,,,331.0,,,,0,P,2800.0,2026-06-18,3455.82,3451.37,3457.46,3436.95,0,791
MM3000BF6,2024-04-18,,,,,1307.2,,,,0,C,3000.0,2026-06-18,3455.82,3451.37,3457.46,3436.95,0,791
MM3100BI6,2024-04-18,,,,,1339.05,,,1042.0,0,C,3100.0,2026-09-17,3455.82,3451.37,3457.46,3436.95,0,882
MM3150BI6,2024-04-18,,,,,1307.6,,,1872.0,0,C,3150.0,2026-09-17,3455.82,3451.37,3457.46,3436.95,0,882
MM3200BI6,2024-04-18,,,,,1276.6,,,854.0,0,C,3200.0,2026-09-17,3455.82,3451.37,3457.46,3436.95,0,882
MM3050BL6,2024-04-18,,,,,1390.05,,,1752.0,0,C,3050.0,2026-12-17,3455.82,3451.37,3457.46,3436.95,0,973
MM3100BL6,2024-04-18,,,,,1358.85,,,570.0,0,C,3100.0,2026-12-17,3455.82,3451.37,3457.46,3436.95,0,973
MM3200BL6,2024-04-18,,,,,1297.9,,,3160.0,0,C,3200.0,2026-12-17,3455.82,3451.37,3457.46,3436.95,0,973
MM3250BL6,2024-04-18,,,,,1268.15,,,1738.0,0,C,3250.0,2026-12-17,3455.82,3451.37,3457.46,3436.95,0,973
MM3150BC7,2024-04-18,,,,,1423.25,,,1266.0,0,C,3150.0,2027-03-18,3455.82,3451.37,3457.46,3436.95,0,1064
MM3200BC7,2024-04-18,,,,,1393.0,,,1186.0,0,C,3200.0,2027-03-18,3455.82,3451.37,3457.46,3436.95,0,1064
MM3300BF7,2024-04-18,,,,,1433.1,,,1170.0,0,C,3300.0,2027-06-17,3455.82,3451.37,3457.46,3436.95,0,1155
MM3450BF7,2024-04-18,,,,,1347.5,4761000.0,138.0,1366.0,25,C,3450.0,2027-06-17,3455.82,3451.37,3457.46,3436.95,0,1155
MM2500BR6,2024-04-19,,,,,255.95,,,,0,P,2500.0,2026-06-18,3470.88,3458.86,3475.13,3451.48,0,790
MM2550BR6,2024-04-19,,,,,262.5,,,,0,P,2550.0,2026-06-18,3470.88,3458.86,3475.13,3451.48,0,790
MM2600BF6,2024-04-19,,,,,1582.55,,,98.0,0,C,2600.0,2026-06-18,3470.88,3458.86,3475.13,3451.48,0,790
MM2600BR6,2024-04-19,,,,,269.4,,,,0,P,2600.0,2026-06-18,3470.88,3458.86,3475.13,3451.48,0,790
MM2650BF6,2024-04-19,,,,,1539.85,,,1144.0,0,C,2650.0,2026-06-18,3470.88,3458.86,3475.13,3451.48,0,790
MM2700BF6,2024-04-19,,,,,1497.6,,,954.0,0,C,2700.0,2026-06-18,3470.88,3458.86,3475.13,3451.48,0,790
MM2700BR6,2024-04-19,,,,,284.45,,,,0,P,2700.0,2026-06-18,3470.88,3458.86,3475.13,3451.48,0,790
MM2750BF6,2024-04-19,,,,,1455.8,,,144.0,0,C,2750.0,2026-06-18,3470.88,3458.86,3475.13,3451.48,0,790
MM2750BR6,2024-04-19,,,,,292.65,,,,0,P,2750.0,2026-06-18,3470.88,3458.86,3475.13,3451.48,0,790
MM2800BF6,2024-04-19,,,,,1414.5,,,182.0,0,C,2800.0,2026-06-18,3470.88,3458.86,3475.13,3451.48,0,790
MM2800BR6,2024-04-19,,,,,301.35,,,,0,P,2800.0,2026-06-18,3470.88,3458.86,3475.13,3451.48,0,790
MM2900BF6,2024-04-19,,,,,1333.65,,,,0,C,2900.0,2026-06-18,3470.88,3458.86,3475.13,3451.48,0,790
MM3000BF6,2024-04-19,,,,,1255.25,,,,0,C,3000.0,2026-06-18,3470.88,3458.86,3475.13,3451.48,0,790
MM3100BI6,2024-04-19,,,,,1270.45,,,1042.0,0,C,3100.0,2026-09-17,3470.88,3458.86,3475.13,3451.48,0,881
MM3150BI6,2024-04-19,,,,,1233.7,,,1872.0,0,C,3150.0,2026-09-17,3470.88,3458.86,3475.13,3451.48,0,881
MM3200BI6,2024-04-19,,,,,1197.7,,,854.0,0,C,3200.0,2026-09-17,3470.88,3458.86,3475.13,3451.48,0,881
MM3050BL6,2024-04-19,,,,,1309.6,,,1752.0,0,C,3050.0,2026-12-17,3470.88,3458.86,3475.13,3451.48,0,972
MM3100BL6,2024-04-19,,,,,1273.25,,,570.0,0,C,3100.0,2026-12-17,3470.88,3458.86,3475.13,3451.48,0,972
MM3200BL6,2024-04-19,,,,,1202.6,,,3160.0,0,C,3200.0,2026-12-17,3470.88,3458.86,3475.13,3451.48,0,972
MM3250BL6,2024-04-19,,,,,1168.35,,,1738.0,0,C,3250.0,2026-12-17,3470.88,3458.86,3475.13,3451.48,0,972
MM3150BC7,2024-04-19,,,,,1332.75,,,1266.0,0,C,3150.0,2027-03-18,3470.88,3458.86,3475.13,3451.48,0,1063
MM3200BC7,2024-04-19,,,,,1297.6,,,1186.0,0,C,3200.0,2027-03-18,3470.88,3458.86,3475.13,3451.48,0,1063
MM3300BF7,2024-04-19,,,,,1329.5,,,1170.0,0,C,3300.0,2027-06-17,3470.88,3458.86,3475.13,3451.48,0,1154
MM3450BF7,2024-04-19,,,,,1231.3,1621500.0,47.0,1460.0,3,C,3450.0,2027-06-17,3470.88,3458.86,3475.13,3451.48,0,1154
MM2500BR6,2024-04-22,,,,,274.5,,,,0,P,2500.0,2026-06-18,3479.17,3468.09,3480.21,3460.58,0,787
MM2550BR6,2024-04-22,,,,,284.2,,,,0,P,2550.0,2026-06-18,3479.17,3468.09,3480.21,3460.58,0,787
MM2600BF6,2024-04-22,,,,,1633.0,,,98.0,0,C,2600.0,2026-06-18,3479.17,3468.09,3480.21,3460.58,0,787
MM2600BR6,2024-04-22,,,,,294.25,,,,0,P,2600.0,2026-06-18,3479.17,3468.09,3480.21,3460.58,0,787
MM2650BF6,2024-04-22,,,,,1593.35,,,1144.0,0,C,2650.0,2026-06-18,3479.17,3468.09,3480.21,3460.58,0,787
MM2700BF6,2024-04-22,,,,,1554.05,,,954.0,0,C,2700.0,2026-06-18,3479.17,3468.09,3480.21,3460.58,0,787
MM2700BR6,2024-04-22,,,,,315.3,,,,0,P,2700.0,2026-06-18,3479.17,3468.09,3480.21,3460.58,0,787
MM2750BF6,2024-04-22,,,,,1515.1,,,144.0,0,C,2750.0,2026-06-18,3479.17,3468.09,3480.21,3460.58,0,787
MM2750BR6,2024-04-22,,,,,326.35,,,,0,P,2750.0,2026-06-18,3479.17,3468.09,3480.21,3460.58,0,787
MM2800BF6,2024-04-22,,,,,1476.5,,,182.0,0,C,2800.0,2026-06-18,3479.17,3468.09,3480.21,3460.58,0,787
MM2800BR6,2024-04-22,,,,,337.75,,,,0,P,2800.0,2026-06-18,3479.17,3468.09,3480.21,3460.58,0,787
MM2900BF6,2024-04-22,,,,,1400.55,,,,0,C,2900.0,2026-06-18,3479.17,3468.09,3480.21,3460.58,0,787
MM3000BF6,2024-04-22,,,,,1326.3,,,,0,C,3000.0,2026-06-18,3479.17,3468.09,3480.21,3460.58,0,787
MM3100BI6,2024-04-22,,,,,1321.8,,,1042.0,0,C,3100.0,2026-09-17,3479.17,3468.09,3480.21,3460.58,0,878
MM3150BI6,2024-04-22,,,,,1286.6,,,1872.0,0,C,3150.0,2026-09-17,3479.17,3468.09,3480.21,3460.58,0,878
MM3200BI6,2024-04-22,,,,,1251.9,,,854.0,0,C,3200.0,2026-09-17,3479.17,3468.09,3480.21,3460.58,0,878
MM3050BL6,2024-04-22,,,,,1371.45,,,1752.0,0,C,3050.0,2026-12-17,3479.17,3468.09,3480.21,3460.58,0,969
MM3100BL6,2024-04-22,,,,,1336.45,,,570.0,0,C,3100.0,2026-12-17,3479.17,3468.09,3480.21,3460.58,0,969
MM3200BL6,2024-04-22,,,,,1267.9,,,3160.0,0,C,3200.0,2026-12-17,3479.17,3468.09,3480.21,3460.58,0,969
MM3250BL6,2024-04-22,,,,,1234.35,,,1738.0,0,C,3250.0,2026-12-17,3479.17,3468.09,3480.21,3460.58,0,969
MM3150BC7,2024-04-22,,,,,1375.4,,,1266.0,0,C,3150.0,2027-03-18,3479.17,3468.09,3480.21,3460.58,0,1060
MM3200BC7,2024-04-22,,,,,1341.5,,,1186.0,0,C,3200.0,2027-03-18,3479.17,3468.09,3480.21,3460.58,0,1060
MM3300BF7,2024-04-22,,,,,1374.15,,,1170.0,0,C,3300.0,2027-06-17,3479.17,3468.09,3480.21,3460.58,0,1151
MM3450BF7,2024-04-22,,,,,1277.75,966000.0,28.0,1516.0,2,C,3450.0,2027-06-17,3479.17,3468.09,3480.21,3460.58,0,1151
MM2500BR6,2024-04-23,,,,,34.55,,,,0,P,2500.0,2026-06-18,3439.42,3483.26,3487.55,3436.83,0,786
MM2550BR6,2024-04-23,,,,,37.55,,,,0,P,2550.0,2026-06-18,3439.42,3483.26,3487.55,3436.83,0,786
MM2600BF6,2024-04-23,,,,,1334.8,,,98.0,0,C,2600.0,2026-06-18,3439.42,3483.26,3487.55,3436.83,0,786
MM2600BR6,2024-04-23,,,,,40.8,,,,0,P,2600.0,2026-06-18,3439.42,3483.26,3487.55,3436.83,0,786
MM2650BF6,2024-04-23,,,,,1288.45,,,1144.0,0,C,2650.0,2026-06-18,3439.42,3483.26,3487.55,3436.83,0,786
MM2700BF6,2024-04-23,,,,,1242.5,,,954.0,0,C,2700.0,2026-06-18,3439.42,3483.26,3487.55,3436.83,0,786
MM2700BR6,2024-04-23,,,,,48.5,,,,0,P,2700.0,2026-06-18,3439.42,3483.26,3487.55,3436.83,0,786
MM2750BF6,2024-04-23,,,,,1197.0,,,144.0,0,C,2750.0,2026-06-18,3439.42,3483.26,3487.55,3436.83,0,786
MM2750BR6,2024-04-23,,,,,53.0,,,,0,P,2750.0,2026-06-18,3439.42,3483.26,3487.55,3436.83,0,786
MM2800BF6,2024-04-23,,,,,1151.9,,,182.0,0,C,2800.0,2026-06-18,3439.42,3483.26,3487.55,3436.83,0,786
