Title	Price	Shipping_cost	Sales_Count	Sales_Value	Link	Condition	Seller Notes	Brand	Model	Storage Capacity	Network	Camera Resolution	Screen Size	Lock Status	RAM	Contract	Operating System	Model Number	Style	MPN	Connectivity	Features	SIM Card Slot	Memory Card Type	Processor	Color	2G	3G	4G	5G	Bluetooth	GSM	WI-FI	Micro USB	USB	Type-C	Fast_usb	NFC	Dual-Band	ANT+	Android Beam	Beidou	Cellular	FM	DLNA	EDGE	Fast Charge	GPS	Galileo	Global Version	HDMI Micro	Glonass	Headphone Jack	OTA	OTG	Infrared	Lightning	Quad-Band	Tri-Band	Wireless charging	WAP	WCDMA	Last_Sale	Is_Target
Samsung Galaxy S10e G970U 128GB Factory Unlocked Android Smartphone - Very Good	142.06	0.0	3604.0	511993.96	https://www.ebay.com/itm/254362722440?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This Galaxy S10e is in Very Good condition and has been determined fully functional by our industry ...Read moreabout the seller notes“This Galaxy S10e is in Very Good condition and has been determined fully functional by our industry leading functionality inspection. It will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. This item does NOT come in its original packaging but will include a generic UL certified cable.”Read Lessabout the seller notes	samsung	Galaxy S10e	128.0	Unlocked	12.0	5.8	Network Unlocked	6.0	Without Contract	Android	G970U	Smartphone	Does Not Apply	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Samsung G973 Galaxy S10 128GB Factory Unlocked Smartphone - Very Good	180.5	11.97	3984.0	719105.68	https://www.ebay.com/itm/383056866223?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	samsung	Galaxy S10	128.0	Operator	12.0	6.1	Factory Unlocked	8.0	Without Contract	Android	SM-G973	Bar	G973UZKAXAA, G973UZBAXAA, G973UZWAXAA, G973UZIAXAA	4G, Bluetooth, GPS, LTE, Wi-Fi	4K Video Recording, AMOLED Display, ANT+	Single SIM	MicroSD	Octa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Apple iPhone 7 Plus 128GB Unlocked Smartphone - Very Good	199.59	17.09	3943.0	786990.5	https://www.ebay.com/itm/382248638826?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	apple	iPhone 7 Plus	128.0	Operator	12.0	5.5	Factory Unlocked	3.0	Without Contract	IOS	A1784	Bar	MN572LL/A, MN522LL/A, MN562LL/A, MN532LL/A	4G, Bluetooth, GPS, Wi-Fi	Internet Browser, 4G Data Capable, Touchscreen, 4K Video Recording, Bluetooth Enabled, GPS, Music Player, Speakerphone	Single SIM	MicroSD	Quad Core	Black	0	0	1	0	1	0	1	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone XS 64GB Unlocked Smartphone - Very Good	248.54	16.11	4350.0	1081150.36	https://www.ebay.com/itm/362796932744?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	apple	iPhone XS	64.0	Operator	12.0	5.8	Factory Unlocked	4.0	Without Contract	IOS	A1920 (CDMA + GSM)	Bar	MT962LL/A, MT952LL/A, MT942LL/A	4G, Bluetooth, GPS, LTE	4G Data Capable, 4K Video Recording, AMOLED Display, Camera	Single SIM	MicroSD	Hexa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Apple iPhone 7 Plus 32GB Unlocked Smartphone - Very Good	174.47	13.93	3890.0	678669.89	https://www.ebay.com/itm/401421944762?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	apple	iPhone 7 Plus	32.0	Operator	12.0	5.5	Factory Unlocked	3.0	Without Contract	IOS	A1784	Bar	MNQU2LL/A, MNQV2LL/A, MNQW2LL/A, MNQX2LL/A	4G, Bluetooth, GPS	Internet Browser, Touchscreen, 4G Data Capable, 4K Video Recording, Bluetooth Enabled, GPS, Music Player, Speakerphone	Single SIM	MicroSD	Quad Core	Black	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
2022 New Android Cheap Cell Phone Factory Unlocked Smartphone Dual SIM Quad Core	61.89	0.0	3658.0	226406.27	https://www.ebay.com/itm/164893254720?nordt=true&orig_cvip=true&rt=nc	New	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	unbranded	J7	4.0	Operator	5.0	5.916407485281749	Factory Unlocked	4.979014989293362	Without Contract	Android	A2111 (CDMA + GSM)	Bar	Does Not Apply	2G, 3G, Bluetooth, GPS	Internet Browser, 3G Data Capable, Touchscreen, Bluetooth Enabled, GPS, Music Player, Speakerphone, Wi-Fi Capable	Dual SIM	MicroSD	Quad Core	Black	1	1	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Samsung Galaxy Note 10 Plus N975U 256GB Factory Unlocked Smartphone - Very Good	358.26	0.0	3380.0	1210916.2	https://www.ebay.com/itm/254587833287?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This Galaxy Note 10 Plus is in Very Good condition and has been determined fully functional by our ...Read moreabout the seller notes“This Galaxy Note 10 Plus is in Very Good condition and has been determined fully functional by our industry leading functionality inspection. It will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. This item does NOT come in its original packaging but will include a generic UL certified cable.”Read Lessabout the seller notes	samsung	Galaxy Note 10 Plus	256.0	Unlocked	16.0	6.8	Network Unlocked	12.0	Without Contract	Android	N975U	Smartphone	SMN975UZKAXAA	Bluetooth, WiFi, Cellular	4G LTE speed, Dynamic AMOLED Infinity Display, S Pen, Ultrasonic fingerprint ID, All-day intelligent battery, Bixby Routines, Touch Screen, Accelerometer, Barometer, Compass, Fingerprint sensor, Flicker sensor, Gyro sensor, Hall effect sensor, Proximity sensor, RGB light sensor, Samsung Pay	Single SIM	MicroSD	Octa Core	Black	0	0	0	0	1	0	1	0	0	0	0.0	0	0	0.0	0.0	0.0	1.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone 12 64GB Unlocked Smartphone - Very Good	369.85	0.0	2888.0	1068138.24	https://www.ebay.com/itm/255156294126?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This iPhone 12 is in Very Good condition and has been determined fully functional by our industry ...Read moreabout the seller notes“This iPhone 12 is in Very Good condition and has been determined fully functional by our industry leading functionality inspection. It will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. This item does NOT come in its original packaging but will include a generic UL certified cable.”Read Lessabout the seller notes	apple	iPhone 12	64.0	Unlocked	12.0	6.1	Network Unlocked	4.0	Without Contract	IOS	A2172	Smartphone	Does Not Apply	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone 6S Plus 64GB Unlocked Smartphone - Very Good	132.99	12.02	3531.0	469574.73	https://www.ebay.com/itm/382231636526?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	apple	iPhone 6s Plus	64.0	Operator	12.0	5.5	Factory Unlocked	2.0	Without Contract	IOS	A1687	Bar	MKW92LL/A, MKWE2LL/A, MKWD2LL/A, MKWC2LL/A	4G, Bluetooth, GPS, LTE	Internet Browser, 4G Data Capable, Touchscreen, Bluetooth Enabled, GPS, Music Player, Speakerphone	Single SIM	MicroSD	Others	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Apple iPhone 8 64GB Factory Unlocked Smartphone - Very Good	169.8	0.0	3290.0	558652.1	https://www.ebay.com/itm/253462854618?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This Apple iPhone 8 64GB Factory Unlocked Smartphone has been determined fully functional by our ...Read moreabout the seller notes“This Apple iPhone 8 64GB Factory Unlocked Smartphone has been determined fully functional by our industry leading functionality inspection. It will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. It will NOT come in its original packaging but will include an MFI certified lightning cable and UL approved power adapter. Headsets, SIM card and manual are NOT included. This Apple iPhone 8 64GB Factory Unlocked Smartphone is fully functional with all carrier networks. It does not come with a SIM card, you will need to get one from your carrier of choice.”Read Lessabout the seller notes	apple	iPhone 8	64.0	Unlocked	12.0	4.7	Network Unlocked	2.0	Without Contract	IOS	A1905	Smartphone	MQ6V2LL/A	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Samsung N970 Galaxy Note 10 256GB Unlocked Android Smartphone - Very Good	211.15	14.99	3177.0	670836.52	https://www.ebay.com/itm/383773335051?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	samsung	Samsung Galaxy Note10	256.0	Unlocked	16.0	6.3	Factory Unlocked	8.0	Without Contract	Android	SM-N970U	Bar	SM-N970UZSAXAA, SM-N970UZWAXAA, SM-N970UZKAXAA	4G, Bluetooth, GPS, LTE	4G Data Capable, 4K Video Recording, AMOLED Display	Single SIM	MicroSD	Octa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Apple iPhone SE 2020 2nd Gen. 64GB Factory Unlocked Smartphone - Very Good	153.88	0.0	2782.0	428085.18	https://www.ebay.com/itm/254699548059?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This iPhone SE 2020 Gen. 2 is in Very Good condition and has been determined fully functional by ...Read moreabout the seller notes“This iPhone SE 2020 Gen. 2 is in Very Good condition and has been determined fully functional by our industry leading functionality inspection. It will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. This item does NOT come in its original packaging but will include a generic UL certified cable.”Read Lessabout the seller notes	apple	iPhone SE 2020 Gen. 2	64.0	Unlocked	17.588671875	4.7	Network Unlocked	3.0	Without Contract	IOS	A2275	Smartphone	MX9N2LL/A	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone 8 64GB GSM Factory Unlocked Smartphone-Good	150.3	18.26	2746.0	412724.54	https://www.ebay.com/itm/193162998553?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished	“Overall good condition will have marks and scratches - MFI Charger included”	apple	iPhone 8	64.0	Unlocked	12.0	4.7	Network Unlocked	2.0	Without Contract	IOS	A1863 (CDMA + GSM)	Smartphone	MQ6V2LL/A	Bluetooth, NFC, Wi-Fi	Camera	Single SIM	CompactFlash	Quad Core	Black	0	0	0	0	1	0	1	0	0	0	0.0	1	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone - Good	249.2	0.0	2722.0	678321.78	https://www.ebay.com/itm/254187724827?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished	“This Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone is in used condition. ...Read moreabout the seller notes“This Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone is in used condition. It is 100% functional but will show signs of use, including scratches and dents on the front, back, and corners of the product. It will NOT come in its original packaging but will include an MFI certified lightning cable and UL approved power adapter. Headsets, SIM card and manual are NOT included. This Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone is fully functional with all carrier networks. It does not come with a SIM card, you will need to get one from your carrier of choice.”Read Lessabout the seller notes	apple	iPhone XR	64.0	Unlocked	12.0	6.1	Network Unlocked	3.0	Without Contract	IOS	A1984	Smartphone	MRYR2LL/A	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
"Samsung G960 Galaxy S9 64GB Android ""Factory Unlocked"" 4G LTE Smartphone - Good"	111.94	12.87	3292.0	368509.51	https://www.ebay.com/itm/382942879927?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished	“This is a B stock item, meaning unit is in good cosmetic condition and will show signs of use in ...Read moreabout the seller notes“This is a B stock item, meaning unit is in good cosmetic condition and will show signs of use in the form of scrapes or scratches.”Read Lessabout the seller notes	samsung	Galaxy S9	64.0	Operator	12.0	5.8	Factory Unlocked	4.0	Without Contract	Android	SM-G960	Bar	SMG960UZPAXAA, SMG960UZKAXAA, SMG960UZBAXAA	4G, Bluetooth, GPS, LTE	4K Video Recording, AMOLED Display	Single SIM	MicroSD	Octa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
"Huawei Honor 5X 4G LTE Android 5.5"" Dual-SIM 16GB Unlocked Smartphone"	36.17	19.43	3635.0	131479.87	https://www.ebay.com/itm/275527542764?nordt=true&orig_cvip=true&rt=nc	Used	“Device is in used but great working condition. It is factory unlocked to use on GSM networks. ...Read moreabout the seller notes“Device is in used but great working condition. It is factory unlocked to use on GSM networks. Device is sold as-is. Check with your carrier before to ensure compatibility. Listing is for handset only, no cables or chargers included. They are USED phones and will have sign of use. Some light scratching on house and or screen may be present. It does not effect the functionality of the device. CHECK WITH YOUR CARRIER TO ENSURE COMPATIBILITY AND ACTIVATION REQUIREMENTS BEFORE YOU PURCHASE!!!!”Read Lessabout the seller notes	huawei	Huawei Honor 5X	16.0	Unlocked	13.0	5.5	Factory Unlocked	2.0	Without Contract	Android	A2111 (CDMA + GSM)	Bar	Does Not Apply	Bluetooth, Wi-Fi, USB	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Dual SIM (SIM + SIM)	MicroSD	Others	Gray	0	0	0	0	1	0	1	0	1	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone XR 128GB Unlocked Smartphone - Very Good	270.28	14.99	2778.0	750839.97	https://www.ebay.com/itm/362844585265?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	apple	iPhone XR	128.0	Operator	12.0	6.1	Factory Unlocked	3.0	Without Contract	IOS	A1984 (CDMA + GSM)	Bar	MT012LL/A, MT022LL/A, MT042LL/A, MT072LL/A, MT092LL/A, MRYY2LL/A	4G, LTE	4G Data Capable, 4K Video Recording	Single SIM	MicroSD	Hexa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
2023 New Android Cheap Cell Phone Factory Unlocked Smartphone Dual SIM Quad Core	67.98	7.0	2776.0	188703.78	https://www.ebay.com/itm/265116884488?nordt=true&orig_cvip=true&rt=nc	New	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	xgody	XGODY X60	8.0	Unlocked	5.0	6.0	Factory Unlocked	1.0	Without Contract	Android	X60(LTE+ WCDMA+GSM )	Bar	A01Z0741P00	2G, 3G, 4G, GPRS, GPS, Micro USB, WAP, Wi-Fi	4G Data Capable, 3G Data Capable, Dual SIM, Internet Browser, Touchscreen, Bluetooth Enabled, Front Camera, GPS, Rear Camera, Speakerphone, Wi-Fi Capable	Dual SIM	MicroSD	Quad Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Apple iPhone XR 64GB 128GB 256GB - Factory Unlocked Smartphone - Good	261.61	33.63	2313.0	605109.72	https://www.ebay.com/itm/115160719109?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished	“The cosmetic condition is overall GOOD, it may show signs of wear and tear, such as light dings & ...Read moreabout the seller notes“The cosmetic condition is overall GOOD, it may show signs of wear and tear, such as light dings & scratches on the screen & body. | The device has been tested and is FULLY FUNCTIONAL”Read Lessabout the seller notes	apple	Apple iPhone XR	105.2	Unlocked	12.0	6.1	Factory Unlocked	3.0	Without Contract	IOS	A1984 (CDMA + GSM)	Bar	MRYR2LL/A, MRYU2LLA, MT092LL/A, MRYT2LL/A, MH7F3LL/A, MRYY2LL/A, MT0C2LL/A, MRYV2LL/A, MT072LL/A, MT0D2LL/A, MT0F2LL/A, MT0K2LL/A, MT0L2LL/A, MRYW2LL/A, MT022LL/A, MT042LL/A	2G, 3G, 4G, Bluetooth, Dual-Band, GPRS, GPS, Lightning, LTE, NFC, Wi-Fi	Face, 3D Face Recognition, Accelerometer, Bluetooth Enabled, Camera, Fingerprint Sensor, Global Ready, GPS, NFC Connectivity, Speakerphone, Wireless Charging	Single SIM	CompactFlash	Hexa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
